ID,TITLE,TYPE,CTX_PREVIEW,NOTE,WEB,RAW_FILE_PATH,CREATED_AT
RES-20260818-0011,"Makarov, Igor & Schoar, Antoinette (2020) Trading and arbitrage in cryptocurrency",FILE_PDF,,"📌 Nguồn: FILE_PDF | Tiêu đề: Makarov, Igor & Schoar, Antoinette (2020) Trading and arbitrage in cryptocurrency | [Văn bản trích xuất quá ngắn hoặc chưa có nội dung để phân tích sâu.]",FILE:Trading and arbitrage in cryptocurrency markets.pdf,"/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260818-0011_Makarov,_Igor_&_Schoar,_Antoinette_(2020)_Trading.txt",2026-08-18T16:05:24.279504
RES-20260818-0012,"A framework for anomaly detection using language modeling, and its applications to finance",FILE_PDF,"--- [Page 1 / 5] --- A framework for anomaly detection using language modeling, and its applications to finance Armineh Nourbakhsh armineh.nourbakhsh@spglobal.com S&P Global Ratings New York, NY Grace...","🎯 1. CHỦ ĐỀ & MỤC TIÊU CỐT LÕI: | • Nguồn dữ liệu: FILE_PDF | Tiêu đề: A framework for anomaly detection using language modeling, and its applications to finance | • Tóm lược bối cảnh: In the finance sector, studies focused on anomaly detection are often associated with time-series and transactional data analytics. In this paper, we lay out the opportunities for applying anomaly and deviation detection methods to text corpora and challenges associated with them. We argue that language models that use distributional semantics can  |  | 💡 2. CÁC PHÁT HIỆN & LUẬN ĐIỂM CỐT LÕI (Key Insights): | • Toàn bộ văn bản đã được ghi nhận và phân loại thành công vào Vault. |  | 🚀 4. KẾT LUẬN & ĐÚC KẾT THỰC TIỄN: | • Dữ liệu từ FILE_PDF đã được bóc tách toàn diện với 4,095 từ, sẵn sàng cho việc tra cứu và ứng dụng.",FILE:A framework for anomaly detection using language modeling and its applications t.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260818-0012_A_framework_for_anomaly_detection_using_language_m.txt,2026-08-18T16:05:28.807610
RES-20260818-0013,Transfer Ranking in Finance: Applications to Cross-Sectional Momentum with Data Scarcity,FILE_PDF,"--- [Page 1 / 18] --- Transfer Ranking in Finance: Applications to Cross-Sectional Momentum with Data Scarcity Daniel Poh Department of Engineering Science, Oxford-Man Institute of Quantitative Financ...","🎯 1. CHỦ ĐỀ & MỤC TIÊU CỐT LÕI: | • Nguồn dữ liệu: FILE_PDF | Tiêu đề: Transfer Ranking in Finance: Applications to Cross-Sectional Momentum with Data Scarcity | • Tóm lược bối cảnh: Modern cross-sectional strategies incorporating sophisticated neu- ral architectures outperform traditional counterparts when applied to mature assets with long histories. However, deploying them on instruments with limited samples generally produces over-fitted models with degraded performance. In this paper, we introduce Fused Encoder Networks –  |  | 💡 2. CÁC PHÁT HIỆN & LUẬN ĐIỂM CỐT LÕI (Key Insights): | • Toàn bộ văn bản đã được ghi nhận và phân loại thành công vào Vault. |  | 📊 3. CHỈ SỐ, CÔNG THỨC & THAM SỐ ĐỊNH LƯỢNG: | • loss level during model training and inference time | • Sharpe ratio | • accuracy of sorting algorithms in target domains with lim- ited samples [20, 2 | • Sharpe ratio over risk-adjusted momentum and a gain of around 50% over the b | • accuracy on a new collection of items (which we refer to as the target or down | • loss level during training and inference time | • loss of some prediction model𝑓 parameterised by𝜃: L(𝜃) = 1 |Ψ| ∑︁ (x,y)∈ Ψ | • loss functionℓ is usually the pointwise MSE (mean squared error) |  | 🚀 4. KẾT LUẬN & ĐÚC KẾT THỰC TIỄN: | • Dữ liệu từ FILE_PDF đã được bóc tách toàn diện với 13,025 từ, sẵn sàng cho việc tra cứu và ứng dụng.",FILE:Transfer Ranking in Finance Applications to Cross-Sectional Momentum with Data S.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260818-0013_Transfer_Ranking_in_Finance_Applications_to_Cross-.txt,2026-08-18T16:05:31.418439
RES-20260818-0014,Are You suprised ?,FILE_PDF,,📌 Nguồn: FILE_PDF | Tiêu đề: Are You suprised ? | [Văn bản trích xuất quá ngắn hoặc chưa có nội dung để phân tích sâu.],FILE:Illiquidity and stock returns cross-section and time-series effects.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260818-0014_Are_You_suprised.txt,2026-08-18T16:05:34.984742
RES-20260818-0015,arXiv:1712.06263v1  [q-fin.ST]  18 Dec 2017,FILE_PDF,"--- [Page 1 / 4] --- arXiv:1712.06263v1 [q-fin.ST] 18 Dec 2017 The relationship between trading volumes, number of transactions, and stock volatility in GARCH models T etsuya T akaishi1 and Ting Ting ...","🎯 1. CHỦ ĐỀ & MỤC TIÊU CỐT LÕI: | • Nguồn dữ liệu: FILE_PDF | Tiêu đề: arXiv:1712.06263v1  [q-fin.ST]  18 Dec 2017 | • Tóm lược bối cảnh: Tài liệu nghiên cứu trích xuất từ nguồn [FILE_PDF]: arXiv:1712.06263v1  [q-fin.ST]  18 Dec 2017. |  | 💡 2. CÁC PHÁT HIỆN & LUẬN ĐIỂM CỐT LÕI (Key Insights): | • Toàn bộ văn bản đã được ghi nhận và phân loại thành công vào Vault. |  | 📊 3. CHỈ SỐ, CÔNG THỨC & THAM SỐ ĐỊNH LƯỢNG: | • return distributions, and (4) volatility clustering | • return dynamics can be described by a Gaussian random walk with time-varying | • return, σ2 t represents volatility, and ǫt is a random variable from N (0, 1 | • return is deﬁned by the log-price diﬀerence: rt = 100 × (ln Pt − ln Pt− 1), |  | 🚀 4. KẾT LUẬN & ĐÚC KẾT THỰC TIỄN: | • Dữ liệu từ FILE_PDF đã được bóc tách toàn diện với 2,171 từ, sẵn sàng cho việc tra cứu và ứng dụng.",FILE:The relationship between trading volumes number of transactions and stock volati.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260818-0015_arXiv1712.06263v1_[q-fin.ST]_18_Dec_2017.txt,2026-08-18T16:05:39.349106
RES-20260818-0016,Paper Title (use style: paper title),FILE_PDF,"--- [Page 1 / 8] --- This is the accepted version in the IEEE Asian Conference on Innovation Technology (IEEE ASIANCON 2012), Pune, INDIA, Aug 28-29, 202121 Volatility Modeling of Stocks from Selected...","🎯 1. CHỦ ĐỀ & MỤC TIÊU CỐT LÕI: | • Nguồn dữ liệu: FILE_PDF | Tiêu đề: Paper Title (use style: paper title) | • Tóm lược bối cảnh: Tài liệu nghiên cứu trích xuất từ nguồn [FILE_PDF]: Paper Title (use style: paper title). |  | 💡 2. CÁC PHÁT HIỆN & LUẬN ĐIỂM CỐT LÕI (Key Insights): | • Toàn bộ văn bản đã được ghi nhận và phân loại thành công vào Vault. |  | 📊 3. CHỈ SỐ, CÔNG THỨC & THAM SỐ ĐỊNH LƯỢNG: | • yield more accurate forecasts on the future volatility of stocks | • return in investments | • return series of a stock, and it is measure d by the standard deviation of t | • return series | • return series of the stock shows how closely the return values from the stoc | • return values are tightly co upled with each other over a period of time, th | • return of the sectors | • yield more stable and robust forecasts while the sensitivity of en tropy-ba |  | 🚀 4. KẾT LUẬN & ĐÚC KẾT THỰC TIỄN: | • Dữ liệu từ FILE_PDF đã được bóc tách toàn diện với 8,677 từ, sẵn sàng cho việc tra cứu và ứng dụng.",FILE:Volatility Modeling of Stocks from Selected Sectors of the Indian Economy Using.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260818-0016_Paper_Title_(use_style_paper_title).txt,2026-08-18T16:05:41.864212
RES-20260818-0017,The predictive capacity of GARCH-type models in measuring the volatility of crypto and world currencies,FILE_PDF,,📌 Nguồn: FILE_PDF | Tiêu đề: The predictive capacity of GARCH-type models in measuring the volatility of crypto and world currencies | [Văn bản trích xuất quá ngắn hoặc chưa có nội dung để phân tích sâu.],FILE:The predictive capacity of GARCH-type models in measuring the volatility of cryp.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260818-0017_The_predictive_capacity_of_GARCH-type_models_in_me.txt,2026-08-18T16:05:44.281236
RES-20260818-0018,GARCH Modeling of Stock Market Volatility,FILE_PDF,--- [Salvaged Text Streams] --- <!-- Advanced Consent Override --> <!-- Transcend Consent Manager --> <!-- End Transcend Consent Manager --> window.dataLayer = window.dataLayer || [] GARCH Modeling of...,"🎯 1. CHỦ ĐỀ & MỤC TIÊU CỐT LÕI: | • Nguồn dữ liệu: FILE_PDF | Tiêu đề: GARCH Modeling of Stock Market Volatility | • Tóm lược bối cảnh: In this chapter, we review the most commonly used univariate and multivariate GARCH models for stock market volatility. |  | 💡 2. CÁC PHÁT HIỆN & LUẬN ĐIỂM CỐT LÕI (Key Insights): | • In this chapter, we review the most commonly used univariate and multivariate GARCH models for stock market volatility. | • We begin in Section 4.2 by summarizing the essential characteristics of stock return volatilities that GARCH models should ideally capture. | • This serves as the benchmark to describe the basic univariate GARCH model and its many extensions. | • In Section 4.3, we review the important multivariate GARCH models. |  | 📊 3. CHỈ SỐ, CÔNG THỨC & THAM SỐ ĐỊNH LƯỢNG: | • Return Volatilities&q | • return \nvolatilities that GARCH models should ideally capture | • identifierValue=10.1201/9781420099553-9&amp |  | 🚀 4. KẾT LUẬN & ĐÚC KẾT THỰC TIỄN: | • Our summary and conclusions are \npresented in Section 4.6.&l;/p&g;&q;}],&q;citation&q;:&q;, &a;  (2009).",FILE:GARCH Modeling of Stock Market Volatility.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260818-0018_GARCH_Modeling_of_Stock_Market_Volatility.txt,2026-08-18T16:05:46.799510
RES-20260818-0019,Keyword Research: Mean Reversion,KEYWORD_SEARCH,"# KEYWORD RESEARCH DISCOVERY: ""Mean Reversion"" **Total Papers Discovered:** 12 across arXiv, OpenAlex, CrossRef.  ### 1. [arXiv] Optimal Trading of Microstructure Mean Reversion - **Authors:** Lucas R...","🎯 1. CHỦ ĐỀ & MỤC TIÊU CỐT LÕI: | • Nguồn dữ liệu: KEYWORD_SEARCH | Tiêu đề: Keyword Research: Mean Reversion | • Tóm lược bối cảnh: / Summary:** At the scale of seconds the observed mid carries a stationary, mean-reverting error around a latent efficient price. We build an order book whose own flow produces that error and solve for the trading rule that maximises the long-run average profit rate net of the bid-ask spread. In a liquid large-tick asset the spread is one tick or t |  | 💡 2. CÁC PHÁT HIỆN & LUẬN ĐIỂM CỐT LÕI (Key Insights): | • [arXiv] Optimal Trading of Microstructure Mean Reversion - **Authors:** Lucas Rabechini Amaral - **Published:** 2026-08-01 - **Link / DOI:** http://arxiv.org/abs/2608.00885v1 - **Direct PDF / OA Link:** https://arxiv.org/pdf/2608.00885v1 - **Abstract / Summary:** At the scale of seconds the observed mid carries a stationary, mean-reverting error around a latent efficient price. | • With $φ$ the tight-book half-spread, the optimal half-width and its profit rate are $θ^*(θ^*-φ)=s_G^2$ and $R^*=αs_G\sqrt{2/π}\,e^{-θ^{*2}/2s_G^2}$. | • A capital-constrained amplification model shows that gross directional gains scale with financed exposure while information, influence, concealment, execution, and enforcement costs need not scale proportionally. | • A July 2026 source snapshot indicates an evolving United States framework and no harmonized cross-jurisdictional category for leveraged event contracts. |  | 📊 3. CHỈ SỐ, CÔNG THỨC & THAM SỐ ĐỊNH LƯỢNG: | • loss-bearing capital | • loss is accelerating at an unprecedented pace, threatening ecosystem stabi |  | 🚀 4. KẾT LUẬN & ĐÚC KẾT THỰC TIỄN: | • [CrossRef] Mean Reversion - **Link / DOI:** https://doi.org/10.1007/springerreference_1949 - **Direct PDF / OA Link:** https://doi.org/10.1007/springerreference_1949 - **Abstract / Summary:** Abstract available via DOI.",QUERY:Mean Reversion,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260818-0019_Keyword_Research_Mean_Reversion.txt,2026-08-18T16:23:22.815387
RES-20260818-0020,Neural Augmented Kalman Filtering with Bollinger,FILE_PDF,"--- [Page 1 / 13] --- Neural Augmented Kalman Filtering with Bollinger Bands for Pairs Trading Amit Milstein, Haoran Deng, Guy Revach, Hai Morgenstern, and Nir Shlezinger Abstract—Pairs trading is a f...","📝 Ghi chú người dùng: Từ khóa: Kalman Filter Pairs Trading |  | 🎯 1. CHỦ ĐỀ & MỤC TIÊU CỐT LÕI: | • Nguồn dữ liệu: FILE_PDF | Tiêu đề: Neural Augmented Kalman Filtering with Bollinger | • Tóm lược bối cảnh: Tài liệu nghiên cứu trích xuất từ nguồn [FILE_PDF]: Neural Augmented Kalman Filtering with Bollinger. |  | 💡 2. CÁC PHÁT HIỆN & LUẬN ĐIỂM CỐT LÕI (Key Insights): | • Toàn bộ văn bản đã được ghi nhận và phân loại thành công vào Vault. |  | 📊 3. CHỈ SỐ, CÔNG THỨC & THAM SỐ ĐỊNH LƯỢNG: | • Loss (PNL) balance in the market | • loss and the two-stage training methods, as well as in the extensive discu | • recall the BB policy in Subsection II-B | • return of each trade transaction the reward | • loss, respectively | • loss reward, and stem from the simplicity and interpretability of the sche | • recall the defini- tion of integration order (see, e | • recall the PCI definition, after which we review its associated SS model pro |  | 🚀 4. KẾT LUẬN & ĐÚC KẾT THỰC TIỄN: | • Dữ liệu từ FILE_PDF đã được bóc tách toàn diện với 11,408 từ, sẵn sàng cho việc tra cứu và ứng dụng.",FILE:Neural Augmented Kalman Filtering with Bollinger Bands for Pairs Trading.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260818-0020_Neural_Augmented_Kalman_Filtering_with_Bollinger.txt,2026-08-18T16:29:14.561757
RES-20260818-0021,Bertram's Pairs Trading Strategy with Bounded Risk,FILE_PDF,"--- [Page 1 / 15] --- Bertram’s Pairs Trading Strategy with Bounded Risk Vladimír Holý Prague University of Economics and Business Winston Churchill Square 1938/4, 130 67 Prague 3, Czech Republic vlad...","📝 Ghi chú người dùng: Từ khóa: Kalman Filter Pairs Trading |  | 🎯 1. CHỦ ĐỀ & MỤC TIÊU CỐT LÕI: | • Nguồn dữ liệu: FILE_PDF | Tiêu đề: Bertram's Pairs Trading Strategy with Bounded Risk | • Tóm lược bối cảnh: Finding Bertram’s optimal trading strategy for a pair of cointegrated assets following the Ornstein–Uhlenbeck price diﬀerence process can be formulated as an unconstrained convex optimization problem for maximization of expected proﬁt per unit of time. This model is generalized to the form where the riskiness of proﬁt, measured by its per-time-unit |  | 💡 2. CÁC PHÁT HIỆN & LUẬN ĐIỂM CỐT LÕI (Key Insights): | • Toàn bộ văn bản đã được ghi nhận và phân loại thành công vào Vault. |  | 📊 3. CHỈ SỐ, CÔNG THỨC & THAM SỐ ĐỊNH LƯỢNG: | • loss caused by the imprecise estimate compared to a theoretical trader kno | • yield/cost | • Recall that equation (1) has a solution Xs =X0 +µ(1−e−τs) +σ ∫ s 0 e−τ (s−t) | • Recall that this process is utilized in ﬁnance frequently, e | • recall, for instance, that Markowitz also assumes the knowledge ofexact mean | • loss of generality, to perform the transformation Yt = √ 2τ σ2 (Xs−µ), t = | • Recall that wider gapsa∗−b∗ correspond to longer trade cycles Ti and thus to | • Recall that the proﬁt-per-time-unitΠ is subject to randomness through the ra |  | 🚀 4. KẾT LUẬN & ĐÚC KẾT THỰC TIỄN: | • Dữ liệu từ FILE_PDF đã được bóc tách toàn diện với 4,991 từ, sẵn sàng cho việc tra cứu và ứng dụng.",FILE:Bertrams Pairs Trading Strategy with Bounded Risk.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260818-0021_Bertram's_Pairs_Trading_Strategy_with_Bounded_Risk.txt,2026-08-18T16:29:18.093126
RES-20260818-0022,Hong Kong - Shanghai Connect / Hong Kong - Beijing Disconnect (?):,FILE_PDF,--- [Page 1 / 63] --- Hong Kong - Shanghai Connect / Hong Kong - Beijing Disconnect (?): Scaling the Great Wall of Chinese Securities Trading Costs Ravi Kashyap SolBridge International School of Busin...,"📝 Ghi chú người dùng: Từ khóa: Kalman Filter Pairs Trading |  | 🎯 1. CHỦ ĐỀ & MỤC TIÊU CỐT LÕI: | • Nguồn dữ liệu: FILE_PDF | Tiêu đề: Hong Kong - Shanghai Connect / Hong Kong - Beijing Disconnect (?): | • Tóm lược bối cảnh: 2 2 |  | 💡 2. CÁC PHÁT HIỆN & LUẬN ĐIỂM CỐT LÕI (Key Insights): | • Toàn bộ văn bản đã được ghi nhận và phân loại thành công vào Vault. |  | 📊 3. CHỈ SỐ, CÔNG THỨC & THAM SỐ ĐỊNH LƯỢNG: | • accuracy of our measurements | • return on similar ﬁnancial instruments in diﬀerent markets | • loss of continuity | • accuracy while using this measure | • Return= ¯SPT− ¯SP0 (2) Real Portfolio Return= ¯SPT− ( T∑ t=1 StPt ) (3) Impl | • Return−Real Portfolio Return (4) = ( T∑ t=1 StPt ) − ¯SP0 (5) This can be wr | • loss function is unknown | • loss functions |  | 🚀 4. KẾT LUẬN & ĐÚC KẾT THỰC TIỄN: | • Dữ liệu từ FILE_PDF đã được bóc tách toàn diện với 16,129 từ, sẵn sàng cho việc tra cứu và ứng dụng.",FILE:Hong Kong -- Shanghai Connect  Hong Kong -- Beijing Disconnect  Scaling the Grea.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260818-0022_Hong_Kong_-_Shanghai_Connect_Hong_Kong_-_Beijing_D.txt,2026-08-18T16:29:23.218664
RES-20260818-0023,Image Document: IMG_20260721_183931,IMAGE,"LAN
AMLET",📌 Nguồn: IMAGE | Tiêu đề: Image Document: IMG_20260721_183931 | [Văn bản trích xuất quá ngắn hoặc chưa có nội dung để phân tích sâu.],FILE:IMG_20260721_183931.jpg,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260818-0023_Image_Document_IMG_20260721_183931.txt,2026-08-18T17:11:16.364285
RES-20260819-0001,151 Estrategias de Trading,FILE_PDF,,📌 Nguồn: FILE_PDF | Tiêu đề: 151 Estrategias de Trading | [Văn bản trích xuất quá ngắn hoặc chưa có nội dung để phân tích sâu.],FILE:151 Estrategias de Trading 151 Trading Strategies.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260819-0001_151_Estrategias_de_Trading.txt,2026-08-19T15:36:01.904583
RES-20260819-0002,Sequential Design and Spatial Modeling for Portfolio Tail Risk,FILE_PDF,"--- [Page 1 / 40] --- Sequential Design and Spatial Modeling for Portfolio Tail Risk Measurement Jimmy Risk† Michael Ludkovski∗ May 18, 2018 Abstract We consider calculation of capital requirements wh...","🎯 1. CHỦ ĐỀ & MỤC TIÊU CỐT LÕI: | • Nguồn dữ liệu: FILE_PDF | Tiêu đề: Sequential Design and Spatial Modeling for Portfolio Tail Risk | • Tóm lược bối cảnh: We consider calculation of capital requirements when the underlying economic scenarios are determined by simulatable risk factors. In the respective nested simulation framework, the goal is to estimate portfolio tail risk, quantiﬁed via VaR or TVaR of a given collection of future economic scenarios representing factor levels at the risk horizon. Tr |  | 💡 2. CÁC PHÁT HIỆN & LUẬN ĐIỂM CỐT LÕI (Key Insights): | • Toàn bộ văn bản đã được ghi nhận và phân loại thành công vào Vault. |  | 📊 3. CHỈ SỐ, CÔNG THỨC & THAM SỐ ĐỊNH LƯỢNG: | • loss quantile based on Z | • loss is approximated through the sample average across the inner simulatio | • accuracy (aka standard error) is nontrivial in its own right | • loss exceeding VaR α is1 α, i | • loss scenarios{z1,z 2, | • loss from (2) based on independent replications Yn,i · (zn · ), i∈ {1, | • Beta(t | • Beta(x |  | 🚀 4. KẾT LUẬN & ĐÚC KẾT THỰC TIỄN: | • Dữ liệu từ FILE_PDF đã được bóc tách toàn diện với 19,118 từ, sẵn sàng cho việc tra cứu và ứng dụng.",FILE:Sequential Design and Spatial Modeling for Portfolio Tail Risk Measurement.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260819-0002_Sequential_Design_and_Spatial_Modeling_for_Portfol.txt,2026-08-19T15:36:13.957870
RES-20260819-0003,Trading with the Momentum Transformer:,FILE_PDF,"--- [Page 1 / 20] --- Trading with the Momentum Transformer: An Intelligent and Interpretable Architecture Kieran Wood∗, Sven Giegerich†, Stephen Roberts∗, Stefan Zohren∗ ∗Oxford-Man Institute of Quan...","📝 Ghi chú người dùng: Từ khóa: Momentum |  | 🎯 1. CHỦ ĐỀ & MỤC TIÊU CỐT LÕI: | • Nguồn dữ liệu: FILE_PDF | Tiêu đề: Trading with the Momentum Transformer: | • Tóm lược bối cảnh: representations, Y = (yt)T t=1 with, Enc(X) = (FFN◦ MHA)(X), (5) where MHA is applied element-wise and FFN denotes a time distributed feed-forward network (FFN), applied to each position separately and identically. The FFN consists of a learnable linear transformation, or dense layer, followed by a a non- linear activation function max(·, 0), then  |  | 💡 2. CÁC PHÁT HIỆN & LUẬN ĐIỂM CỐT LÕI (Key Insights): | • Toàn bộ văn bản đã được ghi nhận và phân loại thành công vào Vault. |  | 📊 3. CHỈ SỐ, CÔNG THỨC & THAM SỐ ĐỊNH LƯỢNG: | • Sharpe ratio of the signal, typically using a Long Short-Term Memory (LSTM) | • MACD) indicator [6] strategies at different times | • return data, which linearly detrends the price time-series | • return of our strategy from day t to t + 1 is, RTSMOM t+1 = 1 N N∑ i=1 R(i) | • loss function selected to directly maximise some risk-adjusted metric, whi | • Sharpe ratio involves minimising, Lsharpe(Ω | • MACD [ 6] indicators which are a volatility normalised moving average conv | • MACD indicators in DMNs is detailed in [8] |  | 🚀 4. KẾT LUẬN & ĐÚC KẾT THỰC TIỄN: | • Dữ liệu từ FILE_PDF đã được bóc tách toàn diện với 11,347 từ, sẵn sàng cho việc tra cứu và ứng dụng.",FILE:Trading with the Momentum Transformer An Intelligent and Interpretable Architect.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260819-0003_Trading_with_the_Momentum_Transformer.txt,2026-08-19T16:18:35.910057
RES-20260819-0004,Hidden Markov Models Applied To Intraday Momentum Trading With Side,FILE_PDF,"--- [Page 1 / 23] --- Hidden Markov Models Applied To Intraday Momentum Trading With Side Information Hugh Christensena,∗, Richard Turnerb, Simon Godsilla aSignal Processing and Communications Laborat...","📝 Ghi chú người dùng: Từ khóa: Momentum |  | 🎯 1. CHỦ ĐỀ & MỤC TIÊU CỐT LÕI: | • Nguồn dữ liệu: FILE_PDF | Tiêu đề: Hidden Markov Models Applied To Intraday Momentum Trading With Side | • Tóm lược bối cảnh: A Hidden Markov Model for intraday momentum trading is presented which speciﬁes a latent momentum state re- sponsible for generating the observed securities’ noisy returns. Existing momentum trading models suﬀer from time- lagging caused by the delayed frequency response of digital ﬁlters. Time-lagging results in a momentum signal of the wrong sign |  | 💡 2. CÁC PHÁT HIỆN & LUẬN ĐIỂM CỐT LÕI (Key Insights): | • Toàn bộ văn bản đã được ghi nhận và phân loại thành công vào Vault. |  | 📊 3. CHỈ SỐ, CÔNG THỨC & THAM SỐ ĐỊNH LƯỢNG: | • return using the forward algorithm | • Sharpe ratio in excess of 2 | • return (in the presence of noise), it can be predicted | • MACD) (Gerald, 1999), made famous by the success of a group of traders nam | • MACD strategy uses the diﬀerence between a pair of cascaded low pass ﬁlter | • return, such that ∆Y ={∆y2, | • return can be observed, the trend state cannot be and must be inferred | • MACD algorithm of Sec- tion 1 attempts to ﬁnd the true value of this hidde |  | 🚀 4. KẾT LUẬN & ĐÚC KẾT THỰC TIỄN: | • Dữ liệu từ FILE_PDF đã được bóc tách toàn diện với 16,953 từ, sẵn sàng cho việc tra cứu và ứng dụng.",FILE:Hidden Markov Models Applied To Intraday Momentum Trading With Side Information.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260819-0004_Hidden_Markov_Models_Applied_To_Intraday_Momentum.txt,2026-08-19T16:18:39.043830
RES-20260819-0005,Overreaction as an indicator for momentum in algorithmic trading: A Case of AAPL stocks,FILE_PDF,"--- [Page 1 / 27] --- Overreaction as an indicator for momentum in algorithmic trading: A Case of AAPL stocks Szymon Lis, Robert ´Slepaczuk, and Pawe l Sakowski University of Warsaw, Faculty of Econom...","📝 Ghi chú người dùng: Từ khóa: Momentum |  | 🎯 1. CHỦ ĐỀ & MỤC TIÊU CỐT LÕI: | • Nguồn dữ liệu: FILE_PDF | Tiêu đề: Overreaction as an indicator for momentum in algorithmic trading: A Case of AAPL stocks | • Tóm lược bối cảnh: This paper investigates whether short-term market overreactions can be systematically predicted and mone- tized as momentum signals using high-frequency emotional information and modern machine learning methods. Focusing on Apple Inc. (AAPL), we construct a comprehensive intraday dataset that combines volatility- normalized returns with transformer |  | 💡 2. CÁC PHÁT HIỆN & LUẬN ĐIỂM CỐT LÕI (Key Insights): | • Toàn bộ văn bản đã được ghi nhận và phân loại thành công vào Vault. |  | 📊 3. CHỈ SỐ, CÔNG THỨC & THAM SỐ ĐỊNH LƯỢNG: | • return realizations relative to contemporaneous volatility and transaction c | • return dynamics continue to occupy a central place in empirical asset-pricin | • return predictability, particularly at short horizons | • return and volatility patterns | • Sharpe, Sortino) that remain significant after transaction costs | • return signals, transformer-based emotion features, multi-class machine lear | • return that defines an overreaction event | • return is defined as: rt = log(Pt)−log(P t−1) |  | 🚀 4. KẾT LUẬN & ĐÚC KẾT THỰC TIỄN: | • Dữ liệu từ FILE_PDF đã được bóc tách toàn diện với 10,555 từ, sẵn sàng cho việc tra cứu và ứng dụng.",FILE:Overreaction as an indicator for momentum in algorithmic trading A Case of AAPL.pdf,/home/hoai/Alphareserach_agent-codex-alpha-repro-lite-core/alpha-repro-lite/storage/raw_sources/RES-20260819-0005_Overreaction_as_an_indicator_for_momentum_in_algor.txt,2026-08-19T16:18:41.118649
